label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
pointing,0.7715225219726562,1.0094671249389648,-7.728400532869273e-07,0.7099287509918213,0.948750913143158,-0.05395621806383133,0.6487013697624207,0.8491794466972351,-0.0875980332493782,0.6191588640213013,0.793891966342926,-0.11832189559936523,0.6699833273887634,0.7783617973327637,-0.14275309443473816,0.7513431310653687,0.7058228254318237,-0.05937434732913971,0.7228972315788269,0.6849474906921387,-0.11744829267263412,0.6997575163841248,0.6463276147842407,-0.15073683857917786,0.6885181069374084,0.6026799082756042,-0.17199662327766418,0.8420723080635071,0.7242658734321594,-0.058576442301273346,0.7362043261528015,0.8768982291221619,-0.11456942558288574,0.689050018787384,0.9383498430252075,-0.11250891536474228,0.7012274265289307,0.9068893790245056,-0.09975164383649826,0.9016394019126892,0.8060888648033142,-0.06772925704717636,0.7957889437675476,0.9709725379943848,-0.11885415762662888,0.7518485188484192,0.9951168298721313,-0.08435806632041931,0.7619410157203674,0.9542922973632812,-0.04870900139212608,0.9380924701690674,0.9025914669036865,-0.08540147542953491,0.8541903495788574,1.0267868041992188,-0.13004429638385773,0.8164030313491821,1.046177625656128,-0.11708725243806839,0.8212204575538635,1.0230308771133423,-0.09358493983745575
pointing,0.7475685477256775,0.9498138427734375,-8.074763400145457e-07,0.6820622086524963,0.8964425325393677,-0.04634590446949005,0.6185324788093567,0.8164080381393433,-0.07314135879278183,0.579985499382019,0.7739593386650085,-0.09704631567001343,0.6126846671104431,0.7529693245887756,-0.11709779500961304,0.7056910991668701,0.6689620018005371,-0.05343302711844444,0.6647292971611023,0.6423114538192749,-0.10104198753833771,0.6258468627929688,0.6069559454917908,-0.13433575630187988,0.6014652848243713,0.5662803649902344,-0.15778511762619019,0.7905433773994446,0.6889709234237671,-0.05466344207525253,0.6899234056472778,0.8346390724182129,-0.10056322813034058,0.6528562307357788,0.8971130847930908,-0.10744648426771164,0.6694316267967224,0.8831799030303955,-0.10563159734010696,0.8494687676429749,0.7693145275115967,-0.06295548379421234,0.7461541891098022,0.9241383075714111,-0.1041467934846878,0.7082279920578003,0.9493454098701477,-0.08217232674360275,0.719478189945221,0.9176338315010071,-0.05907953530550003,0.8880173563957214,0.8628542423248291,-0.07845882326364517,0.8061121702194214,0.974226176738739,-0.11370424926280975,0.7672545909881592,0.9866738319396973,-0.1032855212688446,0.7659294605255127,0.9629166722297668,-0.08558768779039383
pointing,0.6997155547142029,0.9044440984725952,-6.939428658370161e-07,0.6354944705963135,0.8355278372764587,-0.043885573744773865,0.5797761678695679,0.7254826426506042,-0.06927899271249771,0.554671585559845,0.6666989922523499,-0.09314341098070145,0.5921877026557922,0.6539977788925171,-0.1120983436703682,0.6540658473968506,0.5701556205749512,-0.04838729649782181,0.6076114177703857,0.5138177871704102,-0.10545220971107483,0.5687834024429321,0.4679853320121765,-0.14204955101013184,0.5452029705047607,0.41304466128349304,-0.1689155548810959,0.7376950979232788,0.576653003692627,-0.051652129739522934,0.6267615556716919,0.7143036723136902,-0.10793176293373108,0.6039164662361145,0.8162022233009338,-0.10797551274299622,0.6325141191482544,0.8124126195907593,-0.09932659566402435,0.7994908094406128,0.6536986827850342,-0.06456214934587479,0.6999069452285767,0.8040220737457275,-0.11037930846214294,0.6660566926002502,0.8574399948120117,-0.07925128936767578,0.6822431683540344,0.8322714567184448,-0.05083172395825386,0.8444870710372925,0.7516878247261047,-0.085603728890419,0.7709876298904419,0.86064612865448,-0.12403044104576111,0.7294871211051941,0.8946294784545898,-0.11327745765447617,0.7315455675125122,0.8790054321289062,-0.09579813480377197
pointing,0.6227885484695435,0.8991063237190247,-7.172052391979378e-07,0.5395591259002686,0.8268139958381653,-0.04078713804483414,0.48152124881744385,0.7184205055236816,-0.06728583574295044,0.4584488272666931,0.6281336545944214,-0.09032381325960159,0.45764240622520447,0.5538253784179688,-0.10847319662570953,0.5410197973251343,0.5660927295684814,-0.062310606241226196,0.46614736318588257,0.5125693082809448,-0.12108045816421509,0.40800318121910095,0.4627043604850769,-0.16159985959529877,0.36312243342399597,0.4132964015007019,-0.191903755068779,0.6187373995780945,0.5691720247268677,-0.06587328016757965,0.4953457713127136,0.7081953883171082,-0.1195598840713501,0.49315428733825684,0.8074097037315369,-0.11840956658124924,0.5258771777153015,0.8124139904975891,-0.11195291578769684,0.6796935796737671,0.6382763385772705,-0.07712554186582565,0.565496563911438,0.7901467680931091,-0.11577600240707397,0.5583950281143188,0.8482941389083862,-0.0774543359875679,0.5842455625534058,0.8367431163787842,-0.04828939586877823,0.7254845499992371,0.7306513786315918,-0.09642025083303452,0.6372857689857483,0.8372862339019775,-0.13272367417812347,0.6202468276023865,0.8708152770996094,-0.11812567710876465,0.6374090313911438,0.8559615612030029,-0.0994514673948288
pointing,0.5268753170967102,0.6488656997680664,-8.158017408277374e-07,0.42821165919303894,0.611157238483429,-0.028120167553424835,0.35323697328567505,0.5186233520507812,-0.04695889726281166,0.3179430365562439,0.44234541058540344,-0.06731926649808884,0.311084121465683,0.381875604391098,-0.08631575107574463,0.37159454822540283,0.32735514640808105,-0.03571952134370804,0.2809869945049286,0.24893221259117126,-0.08871106803417206,0.21611161530017853,0.18610376119613647,-0.1222287118434906,0.1651616096496582,0.13216738402843475,-0.14701776206493378,0.43844667077064514,0.3010209798812866,-0.04950365051627159,0.3263585865497589,0.39169949293136597,-0.12103274464607239,0.3368673026561737,0.5229447484016418,-0.12973928451538086,0.36656928062438965,0.5669984221458435,-0.1199909895658493,0.5042773485183716,0.33012527227401733,-0.06962878257036209,0.402163565158844,0.4560302495956421,-0.12896111607551575,0.41987475752830505,0.5536335110664368,-0.10340829193592072,0.4522956907749176,0.5560810565948486,-0.07345686107873917,0.5619308948516846,0.3898920714855194,-0.09493579715490341,0.47890084981918335,0.48845258355140686,-0.13252900540828705,0.48129332065582275,0.5603345036506653,-0.11485400050878525,0.5068836808204651,0.5570851564407349,-0.09233077615499496
pointing,0.8456038236618042,0.7417392134666443,-3.830721766462375e-07,0.7764325141906738,0.672624945640564,-0.042136456817388535,0.7331177592277527,0.5633167028427124,-0.07021281868219376,0.7611709833145142,0.4941759705543518,-0.09584298729896545,0.8267974853515625,0.49186423420906067,-0.12042547762393951,0.8454877138137817,0.4084309935569763,-0.0554899238049984,0.878046989440918,0.3262912631034851,-0.09971204400062561,0.9074701070785522,0.2601494789123535,-0.13400718569755554,0.9367822408676147,0.20472171902656555,-0.16092818975448608,0.931840181350708,0.4275549054145813,-0.05768277123570442,0.9132569432258606,0.5064824819564819,-0.12163463979959488,0.8631710410118103,0.6011927127838135,-0.13746798038482666,0.8349686861038208,0.6544545888900757,-0.13638848066329956,0.9903350472450256,0.4927915632724762,-0.06478697061538696,0.9566878080368042,0.5935589075088501,-0.11975013464689255,0.902427613735199,0.6526336073875427,-0.11177249252796173,0.8715271353721619,0.6747242212295532,-0.09493377059698105,1.029111623764038,0.5757732391357422,-0.0766369178891182,0.9976149797439575,0.6504131555557251,-0.11565318703651428,0.9442800283432007,0.6877759695053101,-0.11180230230093002,0.9116242527961731,0.6940935850143433,-0.09918040037155151
pointing,0.750863254070282,0.9360557198524475,-6.068088964639173e-07,0.6949300765991211,0.8796185255050659,-0.04309641569852829,0.6418719291687012,0.7771282196044922,-0.07018660008907318,0.6359877586364746,0.7280834317207336,-0.09399653226137161,0.6958727240562439,0.7503993511199951,-0.1135120540857315,0.7326104044914246,0.6454347968101501,-0.04658486694097519,0.7243700623512268,0.6230120658874512,-0.08821353316307068,0.7126078009605408,0.5951732397079468,-0.11595217138528824,0.7111269235610962,0.5659831762313843,-0.13749022781848907,0.8122610449790955,0.6470589637756348,-0.04631023854017258,0.7586023211479187,0.770599365234375,-0.09109310805797577,0.7167374491691589,0.840573251247406,-0.09403800219297409,0.7174357175827026,0.8382892608642578,-0.0889730378985405,0.866712749004364,0.7050558924674988,-0.05370498076081276,0.8086541891098022,0.8423271179199219,-0.0924176424741745,0.7630946636199951,0.8756604194641113,-0.07732315361499786,0.7609779238700867,0.8488662242889404,-0.06097469851374626,0.9052333235740662,0.7815191745758057,-0.0676385909318924,0.8541849851608276,0.8888302445411682,-0.09934426099061966,0.8123883008956909,0.9129562973976135,-0.09661794453859329,0.802669107913971,0.8950952887535095,-0.0875130146741867
pointing,0.6403108239173889,0.9062740802764893,-5.610985454040929e-07,0.5734028816223145,0.8473243713378906,-0.023824606090784073,0.5237860679626465,0.7868821620941162,-0.042886096984148026,0.4891573488712311,0.7506921887397766,-0.060688529163599014,0.48915714025497437,0.7214983701705933,-0.07585537433624268,0.5587692260742188,0.6430563926696777,-0.035456836223602295,0.49038437008857727,0.6386395692825317,-0.07454951107501984,0.437583863735199,0.6246887445449829,-0.10190576314926147,0.3973351716995239,0.6087448596954346,-0.12118472903966904,0.611448347568512,0.6570188999176025,-0.04115936532616615,0.5103386640548706,0.7702619433403015,-0.07687531411647797,0.512158215045929,0.8404615521430969,-0.08004745841026306,0.5383709669113159,0.845736563205719,-0.07818210124969482,0.6558257937431335,0.7140731811523438,-0.05136408284306526,0.5629513263702393,0.8315984606742859,-0.07822821289300919,0.5624810457229614,0.8688259720802307,-0.05807167664170265,0.5827006101608276,0.854593813419342,-0.040993887931108475,0.6889987587928772,0.7871606349945068,-0.06623919308185577,0.6216757297515869,0.8630177974700928,-0.08873199671506882,0.6110396981239319,0.8834787011146545,-0.07890024781227112,0.622711718082428,0.8703151345252991,-0.0656130239367485
pointing,0.6265906095504761,0.9357486963272095,-5.31879607024166e-07,0.5462694764137268,0.8800617456436157,-0.01658579707145691,0.4883788824081421,0.8127121329307556,-0.032422542572021484,0.44799306988716125,0.7733253836631775,-0.04900696873664856,0.4245799481868744,0.7486965656280518,-0.06474898010492325,0.512710452079773,0.6896715760231018,-0.02896082028746605,0.4395008385181427,0.6964104175567627,-0.06398383527994156,0.38386672735214233,0.6934627294540405,-0.08693975955247879,0.34391552209854126,0.6854820847511292,-0.10365766286849976,0.559646487236023,0.7044480443000793,-0.03898852318525314,0.462942510843277,0.8151424527168274,-0.07463466376066208,0.4685140550136566,0.8831847906112671,-0.07709388434886932,0.4935438632965088,0.8766550421714783,-0.07534492760896683,0.6033962965011597,0.7556095123291016,-0.05287877097725868,0.5119178295135498,0.868847131729126,-0.08080971240997314,0.5157195329666138,0.9123061299324036,-0.0636196956038475,0.5373443365097046,0.8915494084358215,-0.04950978606939316,0.6374160051345825,0.8239538669586182,-0.07036855071783066,0.5662270784378052,0.9017606377601624,-0.09135045111179352,0.558280348777771,0.9293817281723022,-0.08258277177810669,0.5729565620422363,0.9142885804176331,-0.07205798476934433
pinching,0.7021087408065796,0.9064862132072449,-3.30721348973384e-07,0.6487177014350891,0.842905580997467,-0.023672452196478844,0.6082839965820312,0.7326815128326416,-0.03587479889392853,0.5881921052932739,0.6489113569259644,-0.05095041170716286,0.578655481338501,0.5723288655281067,-0.06400205194950104,0.6456179618835449,0.6287136077880859,0.010042075999081135,0.6335312128067017,0.5600729584693909,-0.02052314206957817,0.6095442771911621,0.5194303393363953,-0.034339696168899536,0.5898788571357727,0.4859384298324585,-0.041523680090904236,0.6942113637924194,0.6340439319610596,0.0010199097450822592,0.6762194037437439,0.5529505610466003,-0.04404270276427269,0.6566605567932129,0.6589248180389404,-0.04485670477151871,0.6652138233184814,0.7015616297721863,-0.02825951762497425,0.7421170473098755,0.6593087911605835,-0.01579982414841652,0.7183740139007568,0.6094334721565247,-0.0670013278722763,0.6941076517105103,0.7092500925064087,-0.04812232404947281,0.7013957500457764,0.7427020072937012,-0.017663240432739258,0.7872961163520813,0.7003834247589111,-0.03496958315372467,0.7600951790809631,0.6586249470710754,-0.06483207643032074,0.7335400581359863,0.7245010733604431,-0.04753816872835159,0.7342602014541626,0.754531979560852,-0.025113897398114204
